date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:35:06	156260/156260	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2226264-5d9626ba4ef89%22	https://mannatthemes.com/selfown/default/fonts/la-brands-400.eot	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/fonts/la-brands-400.eot	(from https://mannatthemes.com/selfown/default/css/style-dark.min.css)
16:35:06	156260/156260	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2226264-5d9626ba4ef89%22	https://mannatthemes.com/selfown/default/fonts/la-brands-400.eot?	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/fonts/la-brands-400d41d.eot	(from https://mannatthemes.com/selfown/default/css/style-dark.min.css)
16:35:06	84772/84772	---M--	200	added ('OK')	font/woff2	etag:%2214b24-5d9626ba51e6a%22	https://mannatthemes.com/selfown/default/fonts/la-brands-400.woff2	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/fonts/la-brands-400.woff2	(from https://mannatthemes.com/selfown/default/css/style-dark.min.css)
16:35:08	156072/156072	---M--	200	added ('OK')	font/ttf	etag:%22261a8-5d9626ba51e6a%22	https://mannatthemes.com/selfown/default/fonts/la-brands-400.ttf	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/fonts/la-brands-400.ttf	(from https://mannatthemes.com/selfown/default/css/style-dark.min.css)
16:35:08	98673/98673	---M--	200	added ('OK')	font/woff	etag:%2218171-5d9626ba51e6a%22	https://mannatthemes.com/selfown/default/fonts/la-brands-400.woff	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/fonts/la-brands-400.woff	(from https://mannatthemes.com/selfown/default/css/style-dark.min.css)
16:35:08	33916/33916	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22847c-5d9626ba51e6a%22	https://mannatthemes.com/selfown/default/fonts/la-regular-400.eot	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/fonts/la-regular-400.eot	(from https://mannatthemes.com/selfown/default/css/style-dark.min.css)
16:35:09	33916/33916	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22847c-5d9626ba51e6a%22	https://mannatthemes.com/selfown/default/fonts/la-regular-400.eot?	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/fonts/la-regular-400d41d.eot	(from https://mannatthemes.com/selfown/default/css/style-dark.min.css)
16:35:09	12900/12900	---M--	200	added ('OK')	font/woff2	etag:%223264-5d9626ba52e0b%22	https://mannatthemes.com/selfown/default/fonts/la-regular-400.woff2	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/fonts/la-regular-400.woff2	(from https://mannatthemes.com/selfown/default/css/style-dark.min.css)
16:35:09	15489/15489	---M--	200	added ('OK')	font/woff	etag:%223c81-5d9626ba52e0b%22	https://mannatthemes.com/selfown/default/fonts/la-regular-400.woff	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/fonts/la-regular-400.woff	(from https://mannatthemes.com/selfown/default/css/style-dark.min.css)
16:35:10	33724/33724	---M--	200	added ('OK')	font/ttf	etag:%2283bc-5d9626ba52e0b%22	https://mannatthemes.com/selfown/default/fonts/la-regular-400.ttf	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/fonts/la-regular-400.ttf	(from https://mannatthemes.com/selfown/default/css/style-dark.min.css)
16:35:10	927335/927335	---M--	200	added ('OK')	image/svg+xml	etag:%22e2667-5d9626ba50eca%22	https://mannatthemes.com/selfown/default/fonts/la-brands-400.svg	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/fonts/la-brands-400.svg	(from https://mannatthemes.com/selfown/default/css/style-dark.min.css)
16:35:12	226312/226312	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2237408-5d9626ba52e0b%22	https://mannatthemes.com/selfown/default/fonts/la-solid-900.eot	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/fonts/la-solid-900.eot	(from https://mannatthemes.com/selfown/default/css/style-dark.min.css)
16:35:12	226312/226312	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2237408-5d9626ba52e0b%22	https://mannatthemes.com/selfown/default/fonts/la-solid-900.eot?	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/fonts/la-solid-900d41d.eot	(from https://mannatthemes.com/selfown/default/css/style-dark.min.css)
16:35:12	96752/96752	---M--	200	added ('OK')	font/woff2	etag:%22179f0-5d9626ba53dab%22	https://mannatthemes.com/selfown/default/fonts/la-solid-900.woff2	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/fonts/la-solid-900.woff2	(from https://mannatthemes.com/selfown/default/css/style-dark.min.css)
16:35:13	125421/125421	---M--	200	added ('OK')	font/woff	etag:%221e9ed-5d9626ba53dab%22	https://mannatthemes.com/selfown/default/fonts/la-solid-900.woff	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/fonts/la-solid-900.woff	(from https://mannatthemes.com/selfown/default/css/style-dark.min.css)
16:35:18	113535/113535	---M--	200	added ('OK')	image/svg+xml	etag:%221bb7f-5d9626ba51e6a%22	https://mannatthemes.com/selfown/default/fonts/la-regular-400.svg	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/fonts/la-regular-400.svg	(from https://mannatthemes.com/selfown/default/css/style-dark.min.css)
16:35:19	279/279	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2013%20Nov%202023%2011:05:14%20GMT	https://mannatthemes.com/selfown/default/css/fonts/tabler-icons.eot	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/css/fonts/tabler-icons.eot	(from https://mannatthemes.com/selfown/default/css/style-dark.min.css)
16:35:21	279/279	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2013%20Nov%202023%2011:05:22%20GMT	https://mannatthemes.com/selfown/default/css/fonts/tabler-icons.eot?	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/css/fonts/tabler-icons.45d41d.delayed	(from https://mannatthemes.com/selfown/default/css/style-dark.min.css)
16:35:21	226128/226128	---M--	200	added ('OK')	font/ttf	etag:%2237350-5d9626ba53dab%22	https://mannatthemes.com/selfown/default/fonts/la-solid-900.ttf	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/fonts/la-solid-900.ttf	(from https://mannatthemes.com/selfown/default/css/style-dark.min.css)
16:35:23	235232/235232	---M--	200	added ('OK')	font/woff2	etag:%22396e0-5d9626ba5ab0e%22	https://mannatthemes.com/selfown/default/fonts/tabler-icons.woff2	C:/My%20Web%20Sites/portfolio/mannatthemes.com/selfown/default/fonts/tabler-icons.woff2	(from https://mannatthemes.com/selfown/default/css/style-dark.min.css)
